"","term","estimate","std.error","statistic","p.value","model","predictor","conf.low","conf.high","grimsd","phenosd","horvathsd","hannumsd","dunedinsd","damagesd","adaptagesd"
"1","group_factorSingle Exposed",0.1647396647635,0.894039833525323,0.184264345486608,0.85423988850842,"Horvath1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","group_factorSingle Exposed",-1.05577138995199,1.13961482877407,-0.926428266195625,0.356816037271504,"Hannum1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","group_factorSingle Exposed",-0.855619211498101,1.29422835416185,-0.661103744750058,0.510313018451164,"Pheno1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","group_factorSingle Exposed",0.312834064030916,0.678869326945798,0.460816318566553,0.646093617116673,"Grim1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","group_factorSingle Exposed",-0.0196387100222286,0.0199418986853805,-0.984796399383269,0.327486620150937,"Dunedin1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","group_factorSingle Exposed",3.60080464521323,1.79571536757972,2.00522015360732,0.0480840184386841,"YingDamAge1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","group_factorSingle Exposed",-6.48182761908742,1.84105347997069,-3.52071663838392,0.000691003847580381,"YingAdaptAge1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
